Jahr,Bundesland,Hochschulart,Faechergruppe,Wert_EUR
2020-01-01T00:00:00.000Z,Brandenburg,Kunsthochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2021-01-01T00:00:00.000Z,Baden-Württemberg,Fachhochschulen,Humanmedizin/Gesundheitswissenschaften,7995000.0
2022-01-01T00:00:00.000Z,Bayern,Theologische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2021-01-01T00:00:00.000Z,Schleswig-Holstein,Kunsthochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Nordrhein-Westfalen,Fachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),3.02355E8
2022-01-01T00:00:00.000Z,Brandenburg,Universitäten (ohne Medizinische Einrichtungen),"Rechts-, Wirtschafts- und Sozialwissenschaften",1.9826E7
2021-01-01T00:00:00.000Z,Bayern,Kunsthochschulen,Sport,
2020-01-01T00:00:00.000Z,Bayern,Universitäten (ohne Medizinische Einrichtungen),Zentr.Einrichtungen (o. klinikspez. Einrichtungen),1.9646E8
2021-01-01T00:00:00.000Z,Hamburg,Theologische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2019-01-01T00:00:00.000Z,Sachsen-Anhalt,Kunsthochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2019-01-01T00:00:00.000Z,Bayern,Fachhochschulen,"Kunst, Kunstwissenschaft",8471000.0
2022-01-01T00:00:00.000Z,Thüringen,Kunsthochschulen,"Kunst, Kunstwissenschaft",455000.0
2021-01-01T00:00:00.000Z,Nordrhein-Westfalen,Universitäten (ohne Medizinische Einrichtungen),"Kunst, Kunstwissenschaft",7497000.0
2022-01-01T00:00:00.000Z,Sachsen-Anhalt,Universitäten (ohne Medizinische Einrichtungen),Sport,1821000.0
2019-01-01T00:00:00.000Z,Nordrhein-Westfalen,Theologische Hochschulen,"Mathematik, Naturwissenschaften",
2019-01-01T00:00:00.000Z,Bayern,Kunsthochschulen,Sport,
2022-01-01T00:00:00.000Z,Niedersachsen,Medizinische Einrichtungen der Universitäten,Ingenieurwissenschaften,
2022-01-01T00:00:00.000Z,Baden-Württemberg,Kunsthochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2021-01-01T00:00:00.000Z,Berlin,Pädagogische Hochschulen,Ingenieurwissenschaften,
2022-01-01T00:00:00.000Z,Nordrhein-Westfalen,Pädagogische Hochschulen,Ingenieurwissenschaften,
2020-01-01T00:00:00.000Z,Berlin,Fachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",1.07435E8
2019-01-01T00:00:00.000Z,Berlin,Theologische Hochschulen,Humanmedizin/Gesundheitswissenschaften,
2019-01-01T00:00:00.000Z,Hamburg,Verwaltungsfachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2020-01-01T00:00:00.000Z,Hessen,Medizinische Einrichtungen der Universitäten,Sport,
2021-01-01T00:00:00.000Z,Berlin,Fachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",1.12196E8
2021-01-01T00:00:00.000Z,Bayern,Pädagogische Hochschulen,Humanmedizin/Gesundheitswissenschaften,
2019-01-01T00:00:00.000Z,Niedersachsen,Universitäten (ohne Medizinische Einrichtungen),"Rechts-, Wirtschafts- und Sozialwissenschaften",4.6153E7
2019-01-01T00:00:00.000Z,Schleswig-Holstein,Kunsthochschulen,Humanmedizin/Gesundheitswissenschaften,
2022-01-01T00:00:00.000Z,Bremen,Fachhochschulen,Geisteswissenschaften,
2019-01-01T00:00:00.000Z,Niedersachsen,Kunsthochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",346000.0
2022-01-01T00:00:00.000Z,Hessen,Universitäten (ohne Medizinische Einrichtungen),"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",3.8165E7
2022-01-01T00:00:00.000Z,Bayern,Universitäten (ohne Medizinische Einrichtungen),Sport,1.2841E7
2021-01-01T00:00:00.000Z,Nordrhein-Westfalen,Pädagogische Hochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Berlin,Medizinische Einrichtungen der Universitäten,Geisteswissenschaften,
2020-01-01T00:00:00.000Z,Schleswig-Holstein,Fachhochschulen,Geisteswissenschaften,1000.0
2021-01-01T00:00:00.000Z,Hessen,Medizinische Einrichtungen der Universitäten,Sport,
2019-01-01T00:00:00.000Z,Sachsen-Anhalt,Medizinische Einrichtungen der Universitäten,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2022-01-01T00:00:00.000Z,Nordrhein-Westfalen,Medizinische Einrichtungen der Universitäten,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Brandenburg,Medizinische Einrichtungen der Universitäten,"Kunst, Kunstwissenschaft",
2021-01-01T00:00:00.000Z,Bayern,Fachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),5.1145E7
2019-01-01T00:00:00.000Z,Berlin,Verwaltungsfachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",1470000.0
2022-01-01T00:00:00.000Z,Niedersachsen,Verwaltungsfachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2019-01-01T00:00:00.000Z,Sachsen-Anhalt,Universitäten (ohne Medizinische Einrichtungen),Ingenieurwissenschaften,2.6609E7
2022-01-01T00:00:00.000Z,Berlin,Verwaltungsfachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",1796000.0
2019-01-01T00:00:00.000Z,Thüringen,Theologische Hochschulen,Sport,
2020-01-01T00:00:00.000Z,Schleswig-Holstein,Pädagogische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Fachhochschulen,Geisteswissenschaften,
2022-01-01T00:00:00.000Z,Hessen,Pädagogische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2019-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Universitäten (ohne Medizinische Einrichtungen),Zentr.Einrichtungen (o. klinikspez. Einrichtungen),1.7939E7
2021-01-01T00:00:00.000Z,Brandenburg,Medizinische Einrichtungen der Universitäten,Sport,
2021-01-01T00:00:00.000Z,Sachsen,Kunsthochschulen,Geisteswissenschaften,
2019-01-01T00:00:00.000Z,Rheinland-Pfalz,Verwaltungsfachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2022-01-01T00:00:00.000Z,Sachsen,Pädagogische Hochschulen,"Kunst, Kunstwissenschaft",
2021-01-01T00:00:00.000Z,Nordrhein-Westfalen,Kunsthochschulen,Ingenieurwissenschaften,1076000.0
2021-01-01T00:00:00.000Z,Hamburg,Universitäten (ohne Medizinische Einrichtungen),Geisteswissenschaften,2.6637E7
2021-01-01T00:00:00.000Z,Hamburg,Medizinische Einrichtungen der Universitäten,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2022-01-01T00:00:00.000Z,Baden-Württemberg,Pädagogische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),1.5611E7
2020-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Universitäten (ohne Medizinische Einrichtungen),"Kunst, Kunstwissenschaft",447000.0
2022-01-01T00:00:00.000Z,Thüringen,Theologische Hochschulen,Sport,
2020-01-01T00:00:00.000Z,Hessen,Verwaltungsfachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),24000.0
2021-01-01T00:00:00.000Z,Berlin,Universitäten (ohne Medizinische Einrichtungen),Ingenieurwissenschaften,1.36232E8
2022-01-01T00:00:00.000Z,Schleswig-Holstein,Medizinische Einrichtungen der Universitäten,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2021-01-01T00:00:00.000Z,Bayern,Fachhochschulen,Sport,0.0
2022-01-01T00:00:00.000Z,Berlin,Kunsthochschulen,Humanmedizin/Gesundheitswissenschaften,
2019-01-01T00:00:00.000Z,Berlin,Theologische Hochschulen,"Mathematik, Naturwissenschaften",
2019-01-01T00:00:00.000Z,Nordrhein-Westfalen,Medizinische Einrichtungen der Universitäten,Geisteswissenschaften,
2021-01-01T00:00:00.000Z,Bremen,Medizinische Einrichtungen der Universitäten,"Kunst, Kunstwissenschaft",
2021-01-01T00:00:00.000Z,Berlin,Theologische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2021-01-01T00:00:00.000Z,Thüringen,Universitäten (ohne Medizinische Einrichtungen),Zentr.Einrichtungen (o. klinikspez. Einrichtungen),6.2964E7
2021-01-01T00:00:00.000Z,Sachsen,Universitäten (ohne Medizinische Einrichtungen),"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",2.0542E7
2020-01-01T00:00:00.000Z,Nordrhein-Westfalen,Fachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",1.81382E8
2020-01-01T00:00:00.000Z,Sachsen,Verwaltungsfachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2019-01-01T00:00:00.000Z,Baden-Württemberg,Theologische Hochschulen,Geisteswissenschaften,
2020-01-01T00:00:00.000Z,Berlin,Kunsthochschulen,Ingenieurwissenschaften,634000.0
2019-01-01T00:00:00.000Z,Sachsen,Verwaltungsfachhochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Bayern,Kunsthochschulen,Ingenieurwissenschaften,3000.0
2019-01-01T00:00:00.000Z,Hamburg,Verwaltungsfachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",206000.0
2020-01-01T00:00:00.000Z,Niedersachsen,Verwaltungsfachhochschulen,"Mathematik, Naturwissenschaften",
2019-01-01T00:00:00.000Z,Berlin,Medizinische Einrichtungen der Universitäten,"Mathematik, Naturwissenschaften",
2019-01-01T00:00:00.000Z,Hessen,Universitäten (ohne Medizinische Einrichtungen),Ingenieurwissenschaften,1.38153E8
2022-01-01T00:00:00.000Z,Bremen,Theologische Hochschulen,Sport,
2020-01-01T00:00:00.000Z,Berlin,Kunsthochschulen,"Kunst, Kunstwissenschaft",2.2602E7
2020-01-01T00:00:00.000Z,Niedersachsen,Verwaltungsfachhochschulen,Sport,
2021-01-01T00:00:00.000Z,Saarland,Verwaltungsfachhochschulen,Ingenieurwissenschaften,
2021-01-01T00:00:00.000Z,Bayern,Medizinische Einrichtungen der Universitäten,"Kunst, Kunstwissenschaft",
2022-01-01T00:00:00.000Z,Saarland,Verwaltungsfachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2020-01-01T00:00:00.000Z,Bayern,Medizinische Einrichtungen der Universitäten,"Mathematik, Naturwissenschaften",
2019-01-01T00:00:00.000Z,Hessen,Kunsthochschulen,"Kunst, Kunstwissenschaft",2388000.0
2022-01-01T00:00:00.000Z,Rheinland-Pfalz,Pädagogische Hochschulen,Geisteswissenschaften,
2019-01-01T00:00:00.000Z,Brandenburg,Theologische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2019-01-01T00:00:00.000Z,Nordrhein-Westfalen,Theologische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),2133000.0
2021-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Medizinische Einrichtungen der Universitäten,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2021-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Medizinische Einrichtungen der Universitäten,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2020-01-01T00:00:00.000Z,Bremen,Fachhochschulen,"Mathematik, Naturwissenschaften",693000.0
2022-01-01T00:00:00.000Z,Schleswig-Holstein,Theologische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2021-01-01T00:00:00.000Z,Hessen,Verwaltungsfachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2020-01-01T00:00:00.000Z,Baden-Württemberg,Universitäten (ohne Medizinische Einrichtungen),Sport,5898000.0
2020-01-01T00:00:00.000Z,Sachsen,Fachhochschulen,Geisteswissenschaften,181000.0
2020-01-01T00:00:00.000Z,Hamburg,Universitäten (ohne Medizinische Einrichtungen),Geisteswissenschaften,2.177E7
2019-01-01T00:00:00.000Z,Rheinland-Pfalz,Medizinische Einrichtungen der Universitäten,Sport,
2020-01-01T00:00:00.000Z,Brandenburg,Medizinische Einrichtungen der Universitäten,Ingenieurwissenschaften,
2020-01-01T00:00:00.000Z,Saarland,Fachhochschulen,Humanmedizin/Gesundheitswissenschaften,3.0164E7
2019-01-01T00:00:00.000Z,Baden-Württemberg,Theologische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2019-01-01T00:00:00.000Z,Bremen,Pädagogische Hochschulen,"Kunst, Kunstwissenschaft",
2020-01-01T00:00:00.000Z,Thüringen,Pädagogische Hochschulen,"Kunst, Kunstwissenschaft",
2020-01-01T00:00:00.000Z,Nordrhein-Westfalen,Pädagogische Hochschulen,Geisteswissenschaften,
2021-01-01T00:00:00.000Z,Saarland,Kunsthochschulen,Sport,
2022-01-01T00:00:00.000Z,Thüringen,Fachhochschulen,Geisteswissenschaften,
2019-01-01T00:00:00.000Z,Thüringen,Fachhochschulen,"Mathematik, Naturwissenschaften",10000.0
2020-01-01T00:00:00.000Z,Bayern,Theologische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2022-01-01T00:00:00.000Z,Sachsen-Anhalt,Verwaltungsfachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2019-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Universitäten (ohne Medizinische Einrichtungen),"Mathematik, Naturwissenschaften",3.1807E7
2019-01-01T00:00:00.000Z,Nordrhein-Westfalen,Verwaltungsfachhochschulen,"Kunst, Kunstwissenschaft",
2020-01-01T00:00:00.000Z,Brandenburg,Medizinische Einrichtungen der Universitäten,Sport,
2020-01-01T00:00:00.000Z,Bayern,Verwaltungsfachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",2482000.0
2019-01-01T00:00:00.000Z,Hamburg,Kunsthochschulen,"Mathematik, Naturwissenschaften",
2020-01-01T00:00:00.000Z,Sachsen-Anhalt,Pädagogische Hochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Fachhochschulen,Humanmedizin/Gesundheitswissenschaften,345000.0
2021-01-01T00:00:00.000Z,Berlin,Kunsthochschulen,Ingenieurwissenschaften,127000.0
2022-01-01T00:00:00.000Z,Thüringen,Pädagogische Hochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Niedersachsen,Theologische Hochschulen,Sport,
2022-01-01T00:00:00.000Z,Hessen,Universitäten (ohne Medizinische Einrichtungen),Zentr.Einrichtungen (o. klinikspez. Einrichtungen),1.39547E8
2020-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Theologische Hochschulen,Sport,
2021-01-01T00:00:00.000Z,Bremen,Kunsthochschulen,Humanmedizin/Gesundheitswissenschaften,
2022-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Universitäten (ohne Medizinische Einrichtungen),Geisteswissenschaften,5544000.0
2019-01-01T00:00:00.000Z,Sachsen-Anhalt,Verwaltungsfachhochschulen,Sport,
2021-01-01T00:00:00.000Z,Hamburg,Pädagogische Hochschulen,Humanmedizin/Gesundheitswissenschaften,
2022-01-01T00:00:00.000Z,Brandenburg,Fachhochschulen,"Kunst, Kunstwissenschaft",9590000.0
2021-01-01T00:00:00.000Z,Nordrhein-Westfalen,Fachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",2.02691E8
2021-01-01T00:00:00.000Z,Schleswig-Holstein,Verwaltungsfachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2021-01-01T00:00:00.000Z,Hamburg,Kunsthochschulen,Geisteswissenschaften,
2020-01-01T00:00:00.000Z,Brandenburg,Universitäten (ohne Medizinische Einrichtungen),"Rechts-, Wirtschafts- und Sozialwissenschaften",1.435E7
2021-01-01T00:00:00.000Z,Rheinland-Pfalz,Universitäten (ohne Medizinische Einrichtungen),Humanmedizin/Gesundheitswissenschaften,
2019-01-01T00:00:00.000Z,Baden-Württemberg,Medizinische Einrichtungen der Universitäten,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2022-01-01T00:00:00.000Z,Hamburg,Theologische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2019-01-01T00:00:00.000Z,Hamburg,Pädagogische Hochschulen,"Mathematik, Naturwissenschaften",
2022-01-01T00:00:00.000Z,Berlin,Fachhochschulen,"Mathematik, Naturwissenschaften",552000.0
2022-01-01T00:00:00.000Z,Niedersachsen,Pädagogische Hochschulen,Sport,
2021-01-01T00:00:00.000Z,Bremen,Universitäten (ohne Medizinische Einrichtungen),Sport,0.0
2019-01-01T00:00:00.000Z,Thüringen,Fachhochschulen,Geisteswissenschaften,
2020-01-01T00:00:00.000Z,Saarland,Theologische Hochschulen,"Mathematik, Naturwissenschaften",
2019-01-01T00:00:00.000Z,Brandenburg,Kunsthochschulen,Ingenieurwissenschaften,
2021-01-01T00:00:00.000Z,Baden-Württemberg,Theologische Hochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Baden-Württemberg,Pädagogische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),9845000.0
2021-01-01T00:00:00.000Z,Thüringen,Fachhochschulen,Humanmedizin/Gesundheitswissenschaften,2763000.0
2022-01-01T00:00:00.000Z,Thüringen,Theologische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2021-01-01T00:00:00.000Z,Schleswig-Holstein,Verwaltungsfachhochschulen,Ingenieurwissenschaften,
2020-01-01T00:00:00.000Z,Sachsen-Anhalt,Universitäten (ohne Medizinische Einrichtungen),Humanmedizin/Gesundheitswissenschaften,
2022-01-01T00:00:00.000Z,Baden-Württemberg,Theologische Hochschulen,Geisteswissenschaften,
2020-01-01T00:00:00.000Z,Sachsen,Fachhochschulen,Ingenieurwissenschaften,3.3548E7
2020-01-01T00:00:00.000Z,Thüringen,Kunsthochschulen,"Mathematik, Naturwissenschaften",
2019-01-01T00:00:00.000Z,Brandenburg,Universitäten (ohne Medizinische Einrichtungen),"Rechts-, Wirtschafts- und Sozialwissenschaften",1.4118E7
2022-01-01T00:00:00.000Z,Schleswig-Holstein,Kunsthochschulen,Ingenieurwissenschaften,
2022-01-01T00:00:00.000Z,Thüringen,Fachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",4.03483E8
2022-01-01T00:00:00.000Z,Bremen,Fachhochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",404000.0
2021-01-01T00:00:00.000Z,Sachsen,Theologische Hochschulen,Ingenieurwissenschaften,
2022-01-01T00:00:00.000Z,Hessen,Universitäten (ohne Medizinische Einrichtungen),Ingenieurwissenschaften,1.66146E8
2021-01-01T00:00:00.000Z,Hamburg,Kunsthochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2022-01-01T00:00:00.000Z,Saarland,Verwaltungsfachhochschulen,Sport,
2019-01-01T00:00:00.000Z,Bremen,Pädagogische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Sachsen,Theologische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2019-01-01T00:00:00.000Z,Sachsen-Anhalt,Pädagogische Hochschulen,Humanmedizin/Gesundheitswissenschaften,
2019-01-01T00:00:00.000Z,Hamburg,Fachhochschulen,"Kunst, Kunstwissenschaft",336000.0
2022-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Theologische Hochschulen,Humanmedizin/Gesundheitswissenschaften,
2019-01-01T00:00:00.000Z,Sachsen,Fachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),1.7238E7
2022-01-01T00:00:00.000Z,Bayern,Theologische Hochschulen,"Kunst, Kunstwissenschaft",
2021-01-01T00:00:00.000Z,Hessen,Verwaltungsfachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",2522000.0
2019-01-01T00:00:00.000Z,Sachsen-Anhalt,Universitäten (ohne Medizinische Einrichtungen),"Kunst, Kunstwissenschaft",868000.0
2020-01-01T00:00:00.000Z,Bremen,Theologische Hochschulen,"Mathematik, Naturwissenschaften",
2020-01-01T00:00:00.000Z,Nordrhein-Westfalen,Medizinische Einrichtungen der Universitäten,Humanmedizin/Gesundheitswissenschaften,5.121557E9
2020-01-01T00:00:00.000Z,Bremen,Theologische Hochschulen,"Kunst, Kunstwissenschaft",
2021-01-01T00:00:00.000Z,Saarland,Universitäten (ohne Medizinische Einrichtungen),Sport,190000.0
2020-01-01T00:00:00.000Z,Bremen,Medizinische Einrichtungen der Universitäten,Geisteswissenschaften,
2020-01-01T00:00:00.000Z,Sachsen-Anhalt,Fachhochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",3362000.0
2022-01-01T00:00:00.000Z,Brandenburg,Fachhochschulen,Sport,1260000.0
2020-01-01T00:00:00.000Z,Sachsen,Verwaltungsfachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),1065000.0
2021-01-01T00:00:00.000Z,Niedersachsen,Theologische Hochschulen,"Kunst, Kunstwissenschaft",
2021-01-01T00:00:00.000Z,Hamburg,Universitäten (ohne Medizinische Einrichtungen),Humanmedizin/Gesundheitswissenschaften,
2021-01-01T00:00:00.000Z,Bayern,Medizinische Einrichtungen der Universitäten,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2022-01-01T00:00:00.000Z,Hessen,Pädagogische Hochschulen,"Mathematik, Naturwissenschaften",
2019-01-01T00:00:00.000Z,Rheinland-Pfalz,Verwaltungsfachhochschulen,Geisteswissenschaften,
2019-01-01T00:00:00.000Z,Hessen,Fachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",3.8038E7
2021-01-01T00:00:00.000Z,Saarland,Fachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),1930000.0
2020-01-01T00:00:00.000Z,Brandenburg,Verwaltungsfachhochschulen,"Mathematik, Naturwissenschaften",
2022-01-01T00:00:00.000Z,Sachsen,Verwaltungsfachhochschulen,Ingenieurwissenschaften,
2021-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Kunsthochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),389000.0
2022-01-01T00:00:00.000Z,Saarland,Medizinische Einrichtungen der Universitäten,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2020-01-01T00:00:00.000Z,Saarland,Universitäten (ohne Medizinische Einrichtungen),Humanmedizin/Gesundheitswissenschaften,
2021-01-01T00:00:00.000Z,Hamburg,Universitäten (ohne Medizinische Einrichtungen),Ingenieurwissenschaften,6.624E7
2021-01-01T00:00:00.000Z,Rheinland-Pfalz,Theologische Hochschulen,Geisteswissenschaften,899000.0
2022-01-01T00:00:00.000Z,Sachsen-Anhalt,Fachhochschulen,Humanmedizin/Gesundheitswissenschaften,3364000.0
2021-01-01T00:00:00.000Z,Schleswig-Holstein,Kunsthochschulen,"Kunst, Kunstwissenschaft",1418000.0
2021-01-01T00:00:00.000Z,Thüringen,Universitäten (ohne Medizinische Einrichtungen),"Rechts-, Wirtschafts- und Sozialwissenschaften",1.918E7
2021-01-01T00:00:00.000Z,Nordrhein-Westfalen,Fachhochschulen,"Kunst, Kunstwissenschaft",3438000.0
2022-01-01T00:00:00.000Z,Saarland,Theologische Hochschulen,Ingenieurwissenschaften,
2020-01-01T00:00:00.000Z,Nordrhein-Westfalen,Theologische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),962000.0
2021-01-01T00:00:00.000Z,Bremen,Kunsthochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),549000.0
2022-01-01T00:00:00.000Z,Rheinland-Pfalz,Universitäten (ohne Medizinische Einrichtungen),Geisteswissenschaften,1.4652E7
2020-01-01T00:00:00.000Z,Bayern,Pädagogische Hochschulen,Ingenieurwissenschaften,
2020-01-01T00:00:00.000Z,Rheinland-Pfalz,Kunsthochschulen,Sport,
2019-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Medizinische Einrichtungen der Universitäten,Sport,
2019-01-01T00:00:00.000Z,Sachsen-Anhalt,Kunsthochschulen,Geisteswissenschaften,
2021-01-01T00:00:00.000Z,Bremen,Verwaltungsfachhochschulen,"Kunst, Kunstwissenschaft",
